Comments,Sentiments,Like,Haha,Angry,Love,Care,Sad,Wow
শুভ জন্মদিনের শুভেচ্ছা,Positive ,9,0,0,1,1,0,0
সুন্দর লাগছে জয় বাবাকে দোয়া ও ভালোবাসা রইলো,Positive ,6,0,0,0,1,0,0
আপি আপনার কে হয় জয় এর পাশে দাড়ানো ছেলেটি একটু জানাবেন প্লিজ❤️❤️❤️❤️❤️❤️❤️❤️🎂🎂🎂🎂,Positive ,12,0,0,3,1,0,0
খুব সুন্দর লাগছে খাঁন সাহেব কে 🥀💝🥀💝🥀💝,Positive ,4,0,0,1,1,0,0
দুইজন দেখতে তো একই রকম। জয় এর সাথে কে এই ছেলেটা।,Positive ,4,0,0,1,1,0,0
হ্যাপি বার্থডে টু ইউ জয়ের ফুফাতো ভাইকে,Positive ,2,1,0,1,0,0,0
দুজনে অনেক কিউট,Positive ,0,0,0,1,1,0,0
"জয়ের চাচাতো ভাইর মতো দেখতে লাগছে জয় কে,শুধু জয়ের গায়ের রং টা ফর্সা",Positive ,0,0,0,0,0,0,0
আমাদের সুরের ধারার পক্ষ থেকে অনেক অনেক শুভেচ্ছা আপু ❤️💖💖💖,Positive ,6,1,0,2,1,0,0
আকাশ ভরা তারা,Positive ,2,0,0,0,0,0,0
এই নিউজ দেখার পর মনে হয়েছে দেশে আসলেই গানের বিচারকের সংকট পড়েছে....😃,Negative ,13,4,2,2,0,0,0
মাই ক্রাশ কুইনলাভ ইউ অনেক সুন্দর লাগছে তোমার এই লোকে,Positive ,0,0,0,0,0,0,0
আপু কালো রং তোমাকে দারুণ লাগে,Positive ,0,0,0,0,0,0,0
"বয়স ব্যপার না, লুকিংটাই ম্যাটার- এর প্রমাণ অপু ও জয়া। আপনি যত বয়স্কই হন, আপনাকে যদি দেখতে ভাল্লাগে, তাহলেই আপনি ফিট। 

অপুর বহু সিনিয়র হচ্ছেন জয়া এবং পূর্ণিমা কিন্তু দেখতে অপুকেই সিনিয়র লাগে। বুবলি কিন্তু অপুর কাছাকাছি বয়সেরই হবে কিন্তু বুবলিকে দেখতে অপুর অনেক জুনিয়র লাগে। এক্ষেত্রে বুবলি দারুণভাবে নিজের ফিটনেস মেইনটেইন করছেন । অপুর উচিত শাকিব শাকিব জিকির বন্ধ করে, একটু নিজের ফিটনেসের দিকে নজর দেয়া। সে নায়িকা হিসাবে যেহেতু এখনো কাজ করে ও করতে চায়, তাই তার লুকিং নায়িকার মতন হওয়া উচিত। নয়ত হাসির পাত্র হবে কেবল। 

রিল দেখতে দেখতে, অপুর 'প্রেম প্রীতি বন্ধন' মুভির একটা ক্লিপ দেখলাম আর সেখানে অপুর বেমানান ড্রেস ও মেকাপ দেখে বিবমিষা জাগলো। অপু যদি এভাবে বেখাপ্পা চরিত্র করে যায়, তাহলে নিশ্চিত ভবিষ্যতে সে খুবই হাসির ও ট্রলের পাত্র হবে।",Negative ,0,0,0,0,0,0,0
মায়াবী তোমার হাসিটা অনেক কিউট ❤️,Positive ,0,0,0,0,0,0,0
অপু যেখানে বিচারক সেখানে অনুষ্ঠানের মান কেমন হবে বোঝাই যাচ্ছে,Negative ,2,3,0,1,0,0,0
"তাতে কি হবে বুঝলাম না,যে নিজের ডিসিশন নিতে পারেনা অন্যের সমালোচনা করে সে বিচারক হাস্যকর।",Negative ,4,2,0,0,0,0,0
"ও আমার প্রাণপ্রিয় কলিজার টুকরা অপু বিশ্বাস দিদিভাই তোমাকে বিচারের আসনের বসতে দেখে আমি অনেক অনেক খুশি হয়েছি দিদিভাই ও অসাধারণ তোমাকে লাগতেসে যে বিচারক আসনে বসে ,,",Positive ,0,0,0,0,0,0,0
খালাম্মা আপনাকে খুব সুন্দর লাগতাছে🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,Negative ,0,0,0,0,0,0,0
বিচারক তো অল্পবয়সী কাওকে সহজে নেয়না 40 এর উপরে উঠলেই একটু বয়স্ক দেখে বিচারক নেয়।,Negative ,0,0,0,0,0,0,0
ঢালিউড কইন অপু বিশ্বাস আমার খুব ভালবাসার একটা  মানুষ ❤️❤️❤️,Positive ,4,7,0,2,0,0,0
আসসালামু আলাইকুম আপু আপনাকে ডাইরেক্ট দেখার আমার খুব ইচ্ছা আপনার বাসা কোথায় বলবেন,Positive ,2,5,0,2,0,0,0
খুব সুন্দর লাগছে আপু,Positive ,7,1,0,3,1,0,0
সাজারী করে এত সুন্দর হয়ছে অপু !,Positive ,1,0,0,0,0,0,0
আহ্ আমার সুন্দরী আপুটা গো কি যে সুন্দর লাগছে,Positive ,3,0,0,1,2,0,0
স্বপ্নের নায়িকা অসাধারণ আপু অসাধারণ খুবই সুন্দর লাগছে বেঁচে থাকো হাজার বছর,Positive ,0,0,0,0,0,0,0
যানিনা আপু তোমাকে কেন এত আপন আপন লাগে❤️❤️,Positive ,0,2,0,0,0,0,0
তুমি শুদু আমার 🤭🤭,Positive ,1,0,0,0,0,0,0
ভাইয়ের  ছুয়া পেয়ে অনেক সুন্দর লাগছে,Positive ,0,0,0,0,0,0,0
"আপনার মতো চেইম টু চেইম আমার একটি চাচাতো বোন আছে, শুধু প্রার্থক্য আছে শরিরের রং সেমলা।।",Positive ,1,0,0,0,0,0,0
"আপু কোন সুখবর আছে নি। বাবু টাবুর খবর দিবেন না,কি",Positive ,1,0,0,0,0,0,0
মানুষ টাকে  সব সময় বালোলাগে,Positive ,0,0,0,0,0,0,0
আমাকে একটু সাপোর্ট করেন এমন সুন্দরীর সাথে ছবি আমি ও দিবো,Neutral ,0,0,0,0,0,0,0
আমরা আপনাকে আগের রূপে সেই দেখতে চাই,Positive ,1,0,0,0,0,0,0
দি থ্রীপিছ শাড়ি দুটোতেই বেশি কিউট লাগে তোমাকে 😍👌❤,Positive ,0,0,0,0,0,0,0
অপুর গালের গর্ত গর্ত খোদাই করা ব্রন/ দাগ গুলো কই গেলো🤔🤔,Negative ,6,0,0,0,0,0,0
সুন্দর লাগছে। আমাদের এলাকায় আসলে দেখতে যেতাম। ধুর এখানে আসলো না।,Positive ,0,0,0,0,0,0,0
"আমি তো ১০০ বারের  উপরে দেখলাম মনে হয়,এক ডলে মত লাগছে😍😍😍😍😘😘",Positive ,0,0,0,0,0,0,0
আপনারা দুই জনে মাঠে খেলবেন আমরা সবাই দেখব বুবলি আপু সহ,Negative ,4,0,0,0,0,0,0
অপু  আপু  কে  আমার  দারুন  লাগে  মিট  করতে  পারলে  আরো  ভালো  লাগতো,Positive ,0,0,0,0,0,0,0
আমার আইডল অবাক হই আপনার এই সজিবতা দেখে❤️🙏একটা রিপলাই দেন🙏🙏,Positive ,0,0,0,0,0,0,0
"ফিটনেস ঠিক করে আবার ঘুরে দাড়ান 😘
ভালো কিছু হবে ইনশাআল্লাহ 🥰😘❤️",Positive ,0,0,0,0,0,0,0
"অপুকে বিভিন্ন প্রোগ্রামে বাজে দেখার কারন হচ্ছে বাজে মেকআপে,ঠিক ভাবে মেকআপ না করা,বারিশা আপুর অধিকাংশ মেকআপে আপনাকে বাজে লেগেছে তবে আজকে দারুন লাগছে",Positive ,8,0,0,0,0,0,0
অপূর্ব লাগছে। সো সুইস ♥️,Positive ,0,0,0,0,0,0,0
"জানিনা, কেন উনি উনার মুভিতে এরকম লুকে আসেন না!😒",Positive ,0,0,0,0,0,0,0
আমাদের আপুটা দেখতে পরীর মত সুন্দর,Positive ,0,0,0,0,0,0,0
"মাসআল্লাহ,, আপুকে অনেক কিউট লাগছে,,আপু আর একটু শুকাও তোমার ভক্তরা চাই ❤️❤️❤️",Positive ,5,0,0,0,0,0,0
চোখগুলো অপূর্ব সুন্দর লাগছে,Positive ,0,0,0,0,0,0,0
আমেরিকা থেকে ভ্যাকসিন নেওয়ার পর উজ্জ্বলতা বেড়েছে দেখছি 😜,Neutral ,8,1,3,1,0,0,0
দিদিমণি কেমন আছেন,Positive ,5,0,0,0,0,0,0
তুমি এমনিতেই সুন্দর পোজ দিতে হবে না,Positive ,0,0,0,0,0,0,0
কি সমস্যা আপনার ডাক্তার দেখাতে পারেন না,Positive ,7,1,0,0,0,0,0
সো কিউট 🥰🥰🥰🥰🥰দেখলেই মন ভরে যায়,Positive ,0,0,0,0,0,0,0
"আপু এতো সুন্দর সুন্দর  ড্রেস পর তোমার পছন্দ খুব সুন্দর, তুমিও কিউট",Positive ,0,0,0,0,0,0,0
মাশাল্লাহ অনেক সুন্দর লাগে আপনাকে দিদি এই সেলার কামিজ পড়লে আমি মনে করি আপনি এগুলা ড্রেস পরেন আপনাকে অনেক ভালো লাগবে আর এগুলো ড্রেস পরে আপনাকে মাশাল্লাহ একদম কি বলবো অনেক সুন্দর লাগতেছে সব ভিডিও আপনার দেখি ফেসবুক এবং ইউটিউবে  l ❤️লাভ ফ্রম ইন্ডিয়ান আসাম l,Positive ,0,0,0,0,0,0,0
আরও স্লিম চাই আপি,Positive ,60,5,0,18,4,0,0
জয় এর ভাই বিজয় কখন আসতেছ,Positive ,13,10,0,2,2,0,0
আমার পছন্দের একজন মানুষ কার কার পছন্দের মানুষ প্লিজ একটু জানিয়ে দাও,Positive ,47,10,0,8,7,0,0
চমৎকার ছিল ততটুকু পাঠিয়েছি,Positive ,13,3,0,2,2,0,0
